x, y, beta, gamma, rx, ry
0,0,0.0021, 0.0022, 0.0096, 0.0046
0,1,0.0009, 0.005, 0.0067, 0.0081
0,2,0.0009, 0.0065, 0.0029, 0.0051
0,3,0.0019, 0.0004, 0.003, 0.0029
0,4,0.002, 0.0041, 0.0092, 0.0078
0,5,0.0045, 0.0068, 0.0002, 0.0016
0,6,0.0017, 0.0007, 0.0065, 0.0004
0,7,0.005, 0, 0.0086, 0.0069
0,8,0.002, 0.0081, 0.0014, 0.0027
0,9,0.0032, 0.0081, 0.0007, 0.004
0,10,0.0047, 0.0037, 0.0089, 0.0064
0,11,0.0039, 0.0021, 0.0093, 0.006
1,0,0.006, 0.0086, 0.0037, 0.0004
1,1,0.0054, 0.0037, 0.002, 0.0071
1,2,0.0044, 0.0085, 0.0076, 0.0092
1,3,0.0083, 0.0061, 0.0063, 0.0002
1,4,0.0042, 0.0077, 0.0027, 0.0074
1,5,0.0058, 0.0035, 0.0013, 0.0006
1,6,0.007, 0.0004, 0.0069, 0.001
1,7,0.0025, 0.0063, 0.0068, 0.0083
1,8,0.0049, 0.0004, 0.0087, 0.0004
1,9,0.0041, 0.0008, 0.0075, 0.0083
1,10,0.0091, 0.005, 0.0077, 0.0074
1,11,0.0011, 0.0039, 0.0074, 0.0053
2,0,0.0017, 0.0003, 0.0026, 0.0073
2,1,0.0036, 0.004, 0.0078, 0.0007
2,2,0.0042, 0.0048, 0.0015, 0.0067
2,3,0.0012, 0.0082, 0.0049, 0.0061
2,4,0.0086, 0.0037, 0.0063, 0.0027
2,5,0.0045, 0.0038, 0.0011, 0.0035
2,6,0.0088, 0.0086, 0.001, 0.0097
2,7,0.0026, 0.0085, 0.0051, 0.0042
2,8,0.0088, 0.0076, 0.0016, 0.0023
2,9,0.0017, 0.0092, 0.003, 0.0057
2,10,0.0041, 0.0043, 0.0023, 0.0054
2,11,0.0026, 0.0072, 0.0014, 0.0012
3,0,0.001, 0.0078, 0.0037, 0.0053
3,1,0.0015, 0.0046, 0.0088, 0.0002
3,2,0.0034, 0.0097, 0.0001, 0.0058
3,3,0.0083, 0.005, 0.0001, 0.007
3,4,0.0027, 0.0016, 0.0093, 0.0042
3,5,0.0009, 0.0022, 0, 0.0051
3,6,0.0065, 0.0023, 0.0004, 0.009
