x, y, beta, gamma, rx, ry
0,0,0.203092, 0.0383492, 0.0277489, 0.0385653
0,1,0.536102, 0.10355, 0.0565928, 0.0974362
0,2,0.86557, 0.17623, 0.0865508, 0.152099
0,3,1.11259, 0.242306, 0.111757, 0.195013
0,4,1.26461, 0.299531, 0.128898, 0.2236
0,5,1.3309, 0.332371, 0.135875, 0.23591
0,6,1.3358, 0.357411, 0.138412, 0.238595
0,7,1.31767, 0.381669, 0.138847, 0.237843
0,8,1.27256, 0.398296, 0.136554, 0.231889
0,9,1.16114, 0.400591, 0.128773, 0.214815
0,10,0.950036, 0.385469, 0.114696, 0.181527
0,11,0.661309, 0.33994, 0.0919956, 0.133572
1,0,0.236496, 0.0516025, 0.0256916, 0.040322
1,1,0.609393, 0.128761, 0.0614136, 0.109626
1,2,0.95658, 0.217085, 0.0984561, 0.170404
1,3,1.19502, 0.289822, 0.122434, 0.210902
1,4,1.31985, 0.3451, 0.136285, 0.235418
1,5,1.34385, 0.383088, 0.141083, 0.241816
1,6,1.33646, 0.418132, 0.144215, 0.243432
1,7,1.32012, 0.44351, 0.145279, 0.242979
1,8,1.29354, 0.469059, 0.145924, 0.240649
1,9,1.22045, 0.495915, 0.145026, 0.231853
1,10,1.04251, 0.526927, 0.139412, 0.206953
1,11,0.764077, 0.537979, 0.126439, 0.16501
2,0,0.262283, 0.1183, 0.0371646, 0.0564069
2,1,0.638478, 0.243135, 0.0822124, 0.119935
2,2,0.971024, 0.348879, 0.11504, 0.182288
2,3,1.18273, 0.420627, 0.137653, 0.22027
2,4,1.27943, 0.47008, 0.148004, 0.238716
2,5,1.29424, 0.508168, 0.151438, 0.243948
2,6,1.28643, 0.538539, 0.154397, 0.245188
2,7,1.27353, 0.563053, 0.15682, 0.245104
2,8,1.25137, 0.590737, 0.158944, 0.243827
2,9,1.18978, 0.643908, 0.163009, 0.238677
2,10,1.04299, 0.725044, 0.1671, 0.22264
2,11,0.801431, 0.79773, 0.165753, 0.190471
3,0,0.268733, 0.231704, 0.055148, 0.0645459
3,1,0.62255, 0.418342, 0.107446, 0.131634
3,2,0.91979, 0.564446, 0.142467, 0.191301
3,3,1.10603, 0.631363, 0.161914, 0.225236
3,4,1.20003, 0.651537, 0.167382, 0.24096
3,5,1.21737, 0.669137, 0.168567, 0.244918
3,6,1.20963, 0.697524, 0.171178, 0.245959
3,7,1.19441, 0.72722, 0.175592, 0.246003
3,8,1.17194, 0.760475, 0.179216, 0.245196
3,9,1.11269, 0.837495, 0.186688, 0.242183
3,10,0.987246, 0.955431, 0.199579, 0.232414
3,11,0.782445, 1.07571, 0.210263, 0.211442
4,0,0.27065, 0.419051, 0.0841998, 0.0753004
4,1,0.574707, 0.657447, 0.139842, 0.146835
4,2,0.823962, 0.833514, 0.179683, 0.197944
4,3,0.979182, 0.909541, 0.197484, 0.228008
4,4,1.07004, 0.907252, 0.199573, 0.241726
4,5,1.0983, 0.904275, 0.198453, 0.245623
4,6,1.09637, 0.923264, 0.200146, 0.246739
4,7,1.08115, 0.956426, 0.204171, 0.247068
4,8,1.05847, 0.994802, 0.208337, 0.246596
4,9,0.9974, 1.09238, 0.219544, 0.245075
4,10,0.884128, 1.2485, 0.239815, 0.240235
4,11,0.725197, 1.38241, 0.255768, 0.227451
5,0,0.259087, 0.633615, 0.12213, 0.0980673
5,1,0.495029, 0.968325, 0.184999, 0.157172
5,2,0.676704, 1.20628, 0.229469, 0.204907
5,3,0.780663, 1.32568, 0.25113, 0.230675
5,4,0.851136, 1.33757, 0.2542, 0.242739
