x, y, beta, gamma, rx, ry
0,0,0.953042, 0.131393, 0.0930941, 0.162188
0,1,1.23612, 0.190769, 0.118985, 0.21121
0,2,1.37861, 0.223444, 0.132538, 0.235319
0,3,1.39579, 0.286655, 0.138435, 0.242701
0,4,1.3883, 0.335962, 0.141331, 0.245304
0,5,1.37067, 0.384994, 0.143325, 0.246219
0,6,1.35458, 0.419151, 0.144504, 0.246298
0,7,1.33044, 0.461245, 0.145864, 0.245761
0,8,1.3135, 0.477973, 0.145884, 0.244362
0,9,1.28039, 0.486408, 0.144127, 0.239861
0,10,1.20006, 0.475118, 0.138117, 0.226727
0,11,1.0002, 0.436018, 0.1219, 0.192991
1,0,0.999008, 0.151762, 0.0960157, 0.169192
1,1,1.27597, 0.233535, 0.125745, 0.220386
1,2,1.36596, 0.306042, 0.13987, 0.239839
1,3,1.3619, 0.38588, 0.146729, 0.245129
1,4,1.3394, 0.451282, 0.15053, 0.24669
1,5,1.31728, 0.501937, 0.152812, 0.247088
1,6,1.29818, 0.541239, 0.155162, 0.247155
1,7,1.26886, 0.598602, 0.158646, 0.247035
1,8,1.25173, 0.627535, 0.160524, 0.24661
1,9,1.23344, 0.643523, 0.160929, 0.245056
1,10,1.18722, 0.638273, 0.158364, 0.237613
1,11,1.03918, 0.62233, 0.149552, 0.213689
2,0,0.964541, 0.224465, 0.102563, 0.17218
2,1,1.22121, 0.329589, 0.133379, 0.218684
2,2,1.31387, 0.411558, 0.147348, 0.239893
2,3,1.30844, 0.498204, 0.154971, 0.24564
2,4,1.28854, 0.557307, 0.158633, 0.247048
2,5,1.26723, 0.60407, 0.161821, 0.247367
2,6,1.24014, 0.658973, 0.16682, 0.247517
2,7,1.20583, 0.727232, 0.171674, 0.247494
2,8,1.183, 0.769741, 0.17646, 0.247386
2,9,1.15925, 0.804719, 0.179896, 0.246529
2,10,1.10802, 0.843559, 0.183952, 0.241864
2,11,0.989971, 0.876667, 0.184172, 0.226138
3,0,0.866477, 0.405382, 0.121587, 0.170696
3,1,1.10127, 0.547821, 0.155803, 0.217492
3,2,1.19738, 0.631197, 0.169447, 0.23933
3,3,1.20803, 0.700015, 0.174842, 0.246114
3,4,1.18878, 0.756815, 0.181077, 0.247632
3,5,1.16386, 0.811036, 0.185772, 0.248028
3,6,1.13002, 0.879692, 0.192911, 0.248267
3,7,1.08905, 0.961447, 0.201082, 0.248411
3,8,1.06054, 1.01613, 0.207708, 0.248422
3,9,1.02983, 1.06918, 0.214507, 0.247991
3,10,0.9784, 1.13461, 0.223278, 0.245425
3,11,0.882386, 1.20313, 0.231447, 0.236555
4,0,0.754861, 0.632784, 0.147583, 0.169581
4,1,0.959951, 0.816914, 0.185986, 0.218197
4,2,1.04822, 0.92014, 0.203421, 0.239501
4,3,1.06879, 0.972314, 0.208386, 0.246638
4,4,1.03975, 1.05391, 0.21748, 0.248632
4,5,1.00847, 1.12184, 0.224265, 0.249156
4,6,0.972301, 1.19541, 0.232831, 0.249476
4,7,0.924811, 1.29046, 0.244254, 0.249786
4,8,0.888241, 1.36237, 0.254199, 0.250001
4,9,0.854245, 1.42616, 0.263512, 0.24999
4,10,0.806013, 1.50635, 0.275409, 0.24913
4,11,0.744971, 1.56632, 0.28396, 0.244884
5,0,0.582599, 0.94512, 0.185783, 0.171568
5,1,0.754314, 1.20868, 0.232327, 0.217143
5,2,0.829344, 1.34889, 0.254517, 0.240135
5,3,0.853342, 1.40037, 0.260295, 0.247865
5,4,0.834853, 1.46265, 0.267424, 0.24999
5,5,0.816414, 1.50607, 0.270954, 0.25049
5,6,0.788066, 1.56418, 0.27853, 0.25083
5,7,0.74899, 1.64256, 0.289816, 0.251205
5,8,0.710199, 1.71942, 0.30209, 0.251574
5,9,0.674326, 1.78906, 0.313838, 0.25183
5,10,0.629576, 1.87097, 0.327259, 0.251723
5,11,0.590575, 1.91614, 0.33496, 0.249598
6,0,0.425132, 1.30326, 0.231629, 0.174329
6,1,0.563388, 1.63259, 0.287439, 0.221719
6,2,0.624255, 1.78364, 0.310806, 0.243926
6,3,0.654638, 1.80908, 0.313553, 0.25042
6,4,0.64421, 1.84684, 0.319532, 0.251848
6,5,0.631703, 1.876, 0.324162, 0.252302
6,6,0.604354, 1.93177, 0.333473, 0.252693
6,7,0.561832, 2.01709, 0.34819, 0.253204
6,8,0.515163, 2.11004, 0.36409, 0.253727
6,9,0.478027, 2.18317, 0.376567, 0.25409
6,10,0.444471, 2.2464, 0.387167, 0.254216
6,11,0.425059, 2.26508, 0.391611, 0.25285
7,0,0.354487, 1.55917, 0.270446, 0.184045
7,1,0.459564, 1.91258, 0.328106, 0.229417
7,2,0.511059, 2.04371, 0.348696, 0.247597
7,3,0.530338, 2.06531, 0.351164, 0.252236
7,4,0.513974, 2.10918, 0.359379, 0.253386
7,5,0.49226, 2.15552, 0.368052, 0.253933
7,6,0.460229, 2.22031, 0.380592, 0.2544
7,7,0.416419, 2.30817, 0.397589, 0.254987
7,8,0.371427, 2.39794, 0.414224, 0.25553
7,9,0.352023, 2.43608, 0.421856, 0.255752
7,10,0.328771, 2.48003, 0.430637, 0.255879
7,11,0.317885, 2.48897, 0.432722, 0.254995
8,0,0.306071, 1.68396, 0.290954, 0.187729
8,1,0.403893, 2.05273, 0.350314, 0.231978
8,2,0.438154, 2.19016, 0.3732, 0.248556
8,3,0.454826, 2.21326, 0.376366, 0.252927
8,4,0.443381, 2.24978, 0.383374, 0.254224
8,5,0.421126, 2.29748, 0.393042, 0.25482
8,6,0.390573, 2.35957, 0.405653, 0.255326
8,7,0.350138, 2.44071, 0.422131, 0.255893
8,8,0.320286, 2.50027, 0.434091, 0.256292
8,9,0.297137, 2.54591, 0.443611, 0.256528
8,10,0.282091, 2.57365, 0.449214, 0.256556
8,11,0.276837, 2.57253, 0.449206, 0.255662
9,0,0.278044, 1.7024, 0.292713, 0.186017
9,1,0.358478, 2.09975, 0.360825, 0.229013
9,2,0.393378, 2.26823, 0.388836, 0.248138
9,3,0.409506, 2.30072, 0.39393, 0.253282
9,4,0.404011, 2.32689, 0.398831, 0.254643
9,5,0.381435, 2.37604, 0.408804, 0.255315
9,6,0.349557, 2.44116, 0.422016, 0.25588
9,7,0.309176, 2.52244, 0.438494, 0.256483
9,8,0.276479, 2.58761, 0.451896, 0.256924
9,9,0.2546, 2.63067, 0.460762, 0.257172
9,10,0.244104, 2.64904, 0.464504, 0.25709
9,11,0.246074, 2.63246, 0.461354, 0.256056
10,0,0.241804, 1.64872, 0.285177, 0.174697
10,1,0.307873, 2.10038, 0.362984, 0.22179
10,2,0.331405, 2.34714, 0.405747, 0.245299
10,3,0.346443, 2.41054, 0.416049, 0.252886
10,4,0.338842, 2.45024, 0.423531, 0.25501
10,5,0.314272, 2.50683, 0.43485, 0.256008
10,6,0.287468, 2.56332, 0.44633, 0.256621
10,7,0.253367, 2.63277, 0.460632, 0.257192
10,8,0.220067, 2.69924, 0.47447, 0.257658
10,9,0.205929, 2.72645, 0.480081, 0.257798
10,10,0.205922, 2.72254, 0.479431, 0.257433
10,11,0.213437, 2.69019, 0.473213, 0.255871
11,0,0.189349, 1.48257, 0.260366, 0.153792
11,1,0.245746, 1.98054, 0.344383, 0.203474
11,2,0.278391, 2.30433, 0.401001, 0.233625
11,3,0.292163, 2.45865, 0.427357, 0.248632
11,4,0.2872, 2.52491, 0.439559, 0.253402
11,5,0.272162, 2.5748, 0.449079, 0.255238
11,6,0.252987, 2.62215, 0.458613, 0.256273
11,7,0.230076, 2.67255, 0.468918, 0.256973
11,8,0.209131, 2.71462, 0.477655, 0.257258
11,9,0.191565, 2.74697, 0.484362, 0.257371
11,10,0.186868, 2.74648, 0.484727, 0.256598
11,11,0.188215, 2.70739, 0.477745, 0.253566
