x,y,r,g,b
0,0,0.0114, 0.0121, 0.0182
0,1,0.0073, 0.0061, 0.0191
0,2,0.0155, 0.0005, 0.0124
0,3,0.0097, 0.0185, 0.0132
0,4,0.0183, 0.0127, 0.0134
0,5,0.0089, 0.0034, 0.0032
0,6,0.0122, 0.0036, 0.0055
0,7,0.0039, 0.0157, 0.0133
0,8,0.017, 0.0108, 0.0185
0,9,0.0011, 0.0103, 0.0094
1,0,0.00271503, 0.0219565, 0.011754
1,1,0.0179468, 0.0355598, 0.0186916
1,2,0.017022, 0.0350453, 0.0199476
1,3,0.0077677, 0.046668, 0.019829
1,4,0.0181631, 0.0405608, 0.0307884
1,5,0.00988512, 0.0433335, 0.0290566
1,6,0.0131873, 0.0272896, 0.0271715
1,7,0.0168, 0.0089, 0.0112
1,8,0.0103, 0.0038, 0.0021
1,9,0.0066, 0.0049, 0.0124
2,0,0.0127492, 0.0609471, 0.0439774
2,1,0.0210278, 0.0879083, 0.0635932
2,2,0.0282231, 0.105273, 0.0816511
2,3,0.0248821, 0.12704, 0.0962374
2,4,0.0311757, 0.121668, 0.098133
2,5,0.0437516, 0.113941, 0.0822262
2,6,0.0399867, 0.0873663, 0.0565055
2,7,0.0349804, 0.027327, 0.029455
2,8,0.0313599, 0.0225305, 0.0142998
2,9,0.0109783, 0.0234868, 0.0169689
3,0,0.0379287, 0.109508, 0.127129
3,1,0.0683679, 0.163381, 0.185176
3,2,0.0813558, 0.21731, 0.214166
3,3,0.100362, 0.246636, 0.219926
3,4,0.11545, 0.224694, 0.203883
3,5,0.117176, 0.205874, 0.154417
3,6,0.0977613, 0.155927, 0.104764
3,7,0.0721146, 0.0666671, 0.0429549
3,8,0.0361111, 0.0306411, 0.000188621
3,9,0.0238741, 0.0239701, 0.0134361
4,0,0.0764088, 0.124322, 0.261226
4,1,0.142255, 0.180164, 0.344113
4,2,0.189443, 0.231073, 0.390531
4,3,0.210959, 0.286385, 0.3775
4,4,0.237348, 0.263884, 0.345244
4,5,0.252512, 0.232631, 0.258876
4,6,0.207562, 0.193447, 0.170508
4,7,0.156471, 0.0823218, 0.0786382
4,8,0.0596087, 0.0281248, 0.0234838
4,9,0.0201378, 0.0289816, 0.00351851
5,0,0.0952784, 0.11328, 0.317008
5,1,0.166503, 0.183134, 0.435889
5,2,0.231835, 0.234028, 0.478937
5,3,0.271235, 0.297026, 0.466785
5,4,0.307904, 0.275479, 0.417861
5,5,0.319375, 0.248219, 0.304392
5,6,0.273234, 0.210335, 0.18306
5,7,0.184772, 0.0958255, 0.100176
5,8,0.0752368, 0.0393132, 0.0264492
5,9,0.0200185, 0.0353644, 0.00786243
6,0,0.099127, 0.109214, 0.371684
6,1,0.168806, 0.150972, 0.52217
6,2,0.271947, 0.201194, 0.564305
6,3,0.34514, 0.262709, 0.519812
6,4,0.395664, 0.260466, 0.456469
6,5,0.390314, 0.230947, 0.334703
6,6,0.301989, 0.187366, 0.210627
6,7,0.205887, 0.091965, 0.110156
6,8,0.0752634, 0.0401741, 0.0183592
6,9,0.031359, 0.0179506, 0.00114114
7,0,0.101451, 0.0904553, 0.376641
7,1,0.178943, 0.128933, 0.535133
7,2,0.300859, 0.153142, 0.565729
7,3,0.37253, 0.198456, 0.522986
7,4,0.426262, 0.209751, 0.468872
7,5,0.44645, 0.185619, 0.341443
7,6,0.313464, 0.165707, 0.22174
7,7,0.197493, 0.0741703, 0.106781
7,8,0.0778509, 0.0194665, 0.0338151
7,9,0.0233943, 0.0302083, 0.0168911
8,0,0.101994, 0.064366, 0.311446
8,1,0.184127, 0.110765, 0.437587
8,2,0.2762, 0.122736, 0.471759
8,3,0.335813, 0.152879, 0.446256
8,4,0.364031, 0.159639, 0.403253
8,5,0.363474, 0.153453, 0.308492
8,6,0.283645, 0.130256, 0.192789
8,7,0.176779, 0.0694136, 0.101102
8,8,0.0660466, 0.0293654, 0.0228138
8,9,0.0130145, 0.0163113, 0.00455737
9,0,0.0818648, 0.0459724, 0.227704
9,1,0.154699, 0.0753795, 0.312382
9,2,0.228712, 0.0863523, 0.340115
9,3,0.261133, 0.0870949, 0.33281
9,4,0.27757, 0.0879401, 0.300677
9,5,0.266264, 0.0880503, 0.216734
9,6,0.19997, 0.0649096, 0.138691
9,7,0.128549, 0.0340152, 0.0688518
9,8,0.052332, 0.00786971, 0.0317438
9,9,0.0197, 0.0112, 0.0056
