x, y, beta, gamma, rx, ry
0,0,0.0021, 0.0022, 0.0096, 0.0046
0,1,0.0009, 0.005, 0.0067, 0.0081
0,2,0.0897981, 0.0288699, 0.0117673, 0.0205856
0,3,0.202105, 0.0634855, 0.0240009, 0.0390104
0,4,0.311759, 0.10089, 0.0402606, 0.0625541
0,5,0.407388, 0.137838, 0.0438152, 0.0752358
0,6,0.465492, 0.192373, 0.0609111, 0.0886348
0,7,0.489655, 0.230126, 0.0690091, 0.09922
0,8,0.457817, 0.246351, 0.064839, 0.0929032
0,9,0.397667, 0.24765, 0.0614292, 0.0844409
0,10,0.326067, 0.236233, 0.0620888, 0.074284
0,11,0.201854, 0.2081, 0.0516626, 0.0528909
1,0,0.006, 0.0086, 0.0037, 0.0004
1,1,0.0054, 0.0037, 0.002, 0.0071
1,2,0.133197, 0.0440922, 0.0203038, 0.0315548
1,3,0.297382, 0.0999696, 0.0363209, 0.0534402
1,4,0.462412, 0.151923, 0.0510637, 0.0888122
1,5,0.609553, 0.221982, 0.0692036, 0.11317
1,6,0.710678, 0.318648, 0.0929319, 0.137191
1,7,0.736768, 0.40005, 0.106477, 0.150978
1,8,0.687454, 0.435884, 0.111274, 0.143087
1,9,0.594739, 0.470171, 0.112192, 0.135225
1,10,0.490726, 0.489858, 0.110106, 0.120007
1,11,0.315138, 0.477026, 0.0991843, 0.0916379
2,0,0.0017, 0.0003, 0.0026, 0.0073
2,1,0.0036, 0.004, 0.0078, 0.0007
2,2,0.155381, 0.0467687, 0.0170685, 0.0331955
2,3,0.344425, 0.116925, 0.040588, 0.0673566
2,4,0.560315, 0.197502, 0.0658073, 0.104425
2,5,0.74284, 0.318322, 0.0916096, 0.14329
2,6,0.895509, 0.45063, 0.119994, 0.179115
2,7,0.914452, 0.56966, 0.140427, 0.190321
2,8,0.832619, 0.653971, 0.149805, 0.183889
2,9,0.712676, 0.747856, 0.16, 0.174315
2,10,0.584667, 0.810916, 0.16405, 0.159738
2,11,0.395825, 0.830274, 0.156452, 0.130282
3,0,0.001, 0.0078, 0.0037, 0.0053
3,1,0.0015, 0.0046, 0.0088, 0.0002
3,2,0.167611, 0.0546087, 0.0171675, 0.0346648
3,3,0.380148, 0.122681, 0.0401715, 0.0733447
