x, y, beta, gamma, rx, ry
0,0,0.839864, 0.102176, 0.081973, 0.142367
0,1,1.14019, 0.144008, 0.107672, 0.193
0,2,1.32957, 0.182503, 0.125005, 0.224573
0,3,1.40004, 0.220104, 0.133458, 0.238274
0,4,1.41148, 0.25922, 0.137351, 0.243116
0,5,1.39191, 0.321739, 0.140279, 0.24471
0,6,1.36589, 0.380361, 0.1425, 0.245106
0,7,1.34316, 0.421423, 0.143748, 0.244744
0,8,1.32024, 0.445205, 0.143714, 0.242925
0,9,1.2778, 0.455298, 0.14131, 0.237102
0,10,1.18893, 0.445425, 0.134912, 0.222787
0,11,0.976683, 0.410241, 0.11822, 0.187432
1,0,0.893136, 0.116269, 0.0844705, 0.149614
1,1,1.21367, 0.156083, 0.113567, 0.204883
1,2,1.34949, 0.235305, 0.132897, 0.232012
1,3,1.38971, 0.292901, 0.141298, 0.242305
1,4,1.3724, 0.369155, 0.147367, 0.245646
1,5,1.3372, 0.453274, 0.152527, 0.24661
1,6,1.30758, 0.516952, 0.155149, 0.246863
1,7,1.28165, 0.56798, 0.157873, 0.246772
1,8,1.25887, 0.605759, 0.15963, 0.246103
1,9,1.2355, 0.620658, 0.159777, 0.24373
1,10,1.18194, 0.615592, 0.156478, 0.235133
1,11,1.02177, 0.597898, 0.146514, 0.209174
2,0,0.864794, 0.197389, 0.0930525, 0.154882
2,1,1.15692, 0.269913, 0.124304, 0.203947
2,2,1.29837, 0.359565, 0.143647, 0.233701
2,3,1.32356, 0.43646, 0.153622, 0.243486
2,4,1.29914, 0.524768, 0.161529, 0.246538
2,5,1.26057, 0.612294, 0.167936, 0.247364
2,6,1.2206, 0.695042, 0.174404, 0.247657
2,7,1.18955, 0.756924, 0.179171, 0.247678
2,8,1.16355, 0.804517, 0.18255, 0.247347
2,9,1.1397, 0.834901, 0.184676, 0.246066
2,10,1.09059, 0.858999, 0.186847, 0.240552
2,11,0.969365, 0.880154, 0.185016, 0.223316
3,0,0.770041, 0.408145, 0.116993, 0.156141
3,1,1.02385, 0.531298, 0.152343, 0.204211
3,2,1.15051, 0.644329, 0.173384, 0.233506
3,3,1.18023, 0.725657, 0.184132, 0.244401
3,4,1.15139, 0.822663, 0.194584, 0.247561
3,5,1.1142, 0.90675, 0.201534, 0.248369
3,6,1.06898, 0.999709, 0.210735, 0.24875
3,7,1.03541, 1.06695, 0.217511, 0.248882
3,8,1.01261, 1.10924, 0.221444, 0.248691
3,9,0.989953, 1.14357, 0.225349, 0.247958
3,10,0.947623, 1.18642, 0.231205, 0.244976
3,11,0.856186, 1.23531, 0.236605, 0.235251
4,0,0.667449, 0.662501, 0.147632, 0.158276
4,1,0.868362, 0.86012, 0.190138, 0.207888
4,2,0.963116, 1.02485, 0.218266, 0.235075
4,3,0.987571, 1.10949, 0.229609, 0.245537
4,4,0.963919, 1.19762, 0.239569, 0.24886
4,5,0.930219, 1.27535, 0.246972, 0.24973
4,6,0.890212, 1.35805, 0.255884, 0.25013
4,7,0.855736, 1.42742, 0.264602, 0.250388
4,8,0.828676, 1.4799, 0.271086, 0.250427
4,9,0.806652, 1.5186, 0.276727, 0.250209
4,10,0.777589, 1.55887, 0.283162, 0.249064
4,11,0.723628, 1.59881, 0.289001, 0.244314
5,0,0.520151, 0.980597, 0.188819, 0.165013
5,1,0.673397, 1.27437, 0.240676, 0.210056
5,2,0.746884, 1.47065, 0.27184, 0.237432
5,3,0.768331, 1.55218, 0.282844, 0.247272
5,4,0.757758, 1.61014, 0.289786, 0.250294
5,5,0.743377, 1.64954, 0.293569, 0.251113
5,6,0.717107, 1.70502, 0.29872, 0.251416
5,7,0.686034, 1.76764, 0.309105, 0.251783
5,8,0.661117, 1.81663, 0.316458, 0.251962
5,9,0.636803, 1.8627, 0.324898, 0.252082
5,10,0.60881, 1.91044, 0.333138, 0.251763
5,11,0.569461, 1.95276, 0.340411, 0.249366
6,0,0.389748, 1.33087, 0.234908, 0.171161
6,1,0.506633, 1.69215, 0.295846, 0.217835
6,2,0.560575, 1.88866, 0.326186, 0.242792
6,3,0.577424, 1.9549, 0.335075, 0.250525
6,4,0.573117, 1.98538, 0.339518, 0.252254
6,5,0.570629, 1.99651, 0.341186, 0.25274
6,6,0.55701, 2.02562, 0.345664, 0.25301
6,7,0.526594, 2.08697, 0.356216, 0.25337
6,8,0.503541, 2.13254, 0.364824, 0.25363
6,9,0.482643, 2.17281, 0.372281, 0.253812
6,10,0.464904, 2.20366, 0.377542, 0.253725
6,11,0.441848, 2.22539, 0.383105, 0.252083
7,0,0.337263, 1.57616, 0.272674, 0.182791
7,1,0.43118, 1.94279, 0.332818, 0.227592
7,2,0.480369, 2.09556, 0.356971, 0.247163
7,3,0.496758, 2.12867, 0.361457, 0.252303
7,4,0.488922, 2.15737, 0.366873, 0.253494
7,5,0.474958, 2.1891, 0.373247, 0.253993
7,6,0.459244, 2.22174, 0.379524, 0.254288
7,7,0.431122, 2.27836, 0.390532, 0.254659
7,8,0.401077, 2.33808, 0.402265, 0.254995
7,9,0.386197, 2.36681, 0.407874, 0.255136
7,10,0.369911, 2.39586, 0.413583, 0.255108
7,11,0.35266, 2.41304, 0.417393, 0.253964
8,0,0.306071, 1.68396, 0.290954, 0.187729
8,1,0.394863, 2.0565, 0.351327, 0.230924
8,2,0.427375, 2.20586, 0.376394, 0.248226
8,3,0.440085, 2.2395, 0.38153, 0.252859
8,4,0.436897, 2.2611, 0.385429, 0.254168
8,5,0.42142, 2.29599, 0.392497, 0.254712
8,6,0.407719, 2.32473, 0.398347, 0.255006
8,7,0.381537, 2.37742, 0.409153, 0.255357
8,8,0.354276, 2.43152, 0.420133, 0.25567
8,9,0.33211, 2.47474, 0.429023, 0.255845
8,10,0.32955, 2.47613, 0.429208, 0.255622
8,11,0.317655, 2.4823, 0.430769, 0.254345
9,0,0.278044, 1.7024, 0.292713, 0.186017
9,1,0.349763, 2.10397, 0.361933, 0.228043
9,2,0.383019, 2.2838, 0.392011, 0.247852
9,3,0.394794, 2.32721, 0.399221, 0.253236
9,4,0.398211, 2.33676, 0.400678, 0.254572
9,5,0.384789, 2.36827, 0.407051, 0.255153
9,6,0.370041, 2.39937, 0.413339, 0.255495
9,7,0.343282, 2.45343, 0.424296, 0.255905
9,8,0.313916, 2.51157, 0.436134, 0.256269
9,9,0.295562, 2.54672, 0.443287, 0.256397
9,10,0.298046, 2.53667, 0.441252, 0.255953
9,11,0.294479, 2.52147, 0.438586, 0.254247
10,0,0.241804, 1.64872, 0.285177, 0.174697
10,1,0.304434, 2.09877, 0.362897, 0.221139
10,2,0.327154, 2.35188, 0.406845, 0.245039
10,3,0.34157, 2.41761, 0.417643, 0.252723
10,4,0.340393, 2.44493, 0.42257, 0.254796
10,5,0.322788, 2.48811, 0.431089, 0.255723
10,6,0.30813, 2.52038, 0.43749, 0.256174
10,7,0.284444, 2.56891, 0.447264, 0.256604
10,8,0.260247, 2.61615, 0.456839, 0.256895
10,9,0.250298, 2.63292, 0.460241, 0.256797
10,10,0.253306, 2.61718, 0.457282, 0.255996
10,11,0.25968, 2.56798, 0.44821, 0.252829
11,0,0.189349, 1.48257, 0.260366, 0.153792
11,1,0.24231, 1.9776, 0.344046, 0.202727
11,2,0.274363, 2.30679, 0.401673, 0.23321
11,3,0.286176, 2.46551, 0.428947, 0.248284
11,4,0.28405, 2.52595, 0.439945, 0.25301
11,5,0.27404, 2.56631, 0.447427, 0.254798
11,6,0.26363, 2.59578, 0.453183, 0.255685
11,7,0.250034, 2.627, 0.459333, 0.256227
11,8,0.234312, 2.65658, 0.465348, 0.256254
11,9,0.216138, 2.68498, 0.471132, 0.256059
11,10,0.223872, 2.6438, 0.463569, 0.253831
11,11,0.218634, 2.57978, 0.452573, 0.247806
