x, y, beta, gamma, rx, ry
0,0,1.01138, 0.128336, 0.0974187, 0.171012
0,1,1.2715, 0.179664, 0.120995, 0.215788
0,2,1.39315, 0.210913, 0.132803, 0.236617
0,3,1.40452, 0.27364, 0.138201, 0.243069
0,4,1.39433, 0.325222, 0.141046, 0.245425
0,5,1.37505, 0.376668, 0.143084, 0.246269
0,6,1.35458, 0.419151, 0.144504, 0.246298
0,7,1.33044, 0.461245, 0.145864, 0.245761
0,8,1.3135, 0.477973, 0.145884, 0.244362
0,9,1.28039, 0.486408, 0.144127, 0.239861
0,10,1.20006, 0.475118, 0.138117, 0.226727
0,11,1.0002, 0.436018, 0.1219, 0.192991
1,0,1.06394, 0.14552, 0.10089, 0.179008
1,1,1.32427, 0.207429, 0.1276, 0.22584
1,2,1.38515, 0.280567, 0.139277, 0.240848
1,3,1.3743, 0.363575, 0.145818, 0.245349
1,4,1.33865, 0.453498, 0.151848, 0.246819
1,5,1.30237, 0.53209, 0.15691, 0.247253
1,6,1.2711, 0.595561, 0.161195, 0.247335
1,7,1.23751, 0.661593, 0.165795, 0.247261
1,8,1.21795, 0.695724, 0.168344, 0.246885
1,9,1.20077, 0.710722, 0.168719, 0.245423
1,10,1.1603, 0.699039, 0.165511, 0.238342
1,11,1.02359, 0.672956, 0.155811, 0.215343
2,0,1.0145, 0.24359, 0.109769, 0.181371
2,1,1.24333, 0.339492, 0.137825, 0.223051
2,2,1.31506, 0.422388, 0.150693, 0.241028
2,3,1.3025, 0.512709, 0.158215, 0.245969
2,4,1.26841, 0.598225, 0.164409, 0.247292
2,5,1.23261, 0.673601, 0.17048, 0.247654
2,6,1.19372, 0.752013, 0.177351, 0.247824
2,7,1.15599, 0.827171, 0.183225, 0.247849
2,8,1.13666, 0.862952, 0.187186, 0.247744
2,9,1.11516, 0.8946, 0.190289, 0.246965
2,10,1.0736, 0.919078, 0.192716, 0.242625
2,11,0.970468, 0.933937, 0.191048, 0.227744
3,0,0.905271, 0.424315, 0.127551, 0.178218
3,1,1.11621, 0.562115, 0.159728, 0.22105
3,2,1.19413, 0.650752, 0.173253, 0.240451
3,3,1.19652, 0.725591, 0.179143, 0.246457
3,4,1.16363, 0.807877, 0.187743, 0.247896
3,5,1.11435, 0.910415, 0.198208, 0.248438
3,6,1.06482, 1.01032, 0.208418, 0.248743
3,7,1.0169, 1.10604, 0.218485, 0.248969
3,8,0.9886, 1.16073, 0.225153, 0.249023
3,9,0.962061, 1.20687, 0.231111, 0.248675
3,10,0.926833, 1.24506, 0.236594, 0.246398
3,11,0.852804, 1.28167, 0.241048, 0.238301
4,0,0.784858, 0.654176, 0.152827, 0.176086
4,1,0.969777, 0.837838, 0.189854, 0.221352
4,2,1.04059, 0.949519, 0.2075, 0.240682
4,3,1.05176, 1.00993, 0.213272, 0.24704
4,4,1.01482, 1.10476, 0.223494, 0.248871
4,5,0.964674, 1.20986, 0.234922, 0.249509
4,6,0.91432, 1.31162, 0.246294, 0.249894
4,7,0.861374, 1.41764, 0.258852, 0.250259
4,8,0.824367, 1.49078, 0.26851, 0.250503
4,9,0.79732, 1.54175, 0.275992, 0.250508
4,10,0.767919, 1.58726, 0.28383, 0.249752
4,11,0.725034, 1.61865, 0.289347, 0.245972
5,0,0.61216, 0.962185, 0.189725, 0.177359
5,1,0.769404, 1.22062, 0.234472, 0.220429
5,2,0.829512, 1.36587, 0.256334, 0.241477
5,3,0.843093, 1.42592, 0.262849, 0.24828
5,4,0.823576, 1.48656, 0.269539, 0.250119
5,5,0.794237, 1.55088, 0.27616, 0.250684
5,6,0.755936, 1.62867, 0.285629, 0.251066
5,7,0.716805, 1.70718, 0.296216, 0.251434
5,8,0.683006, 1.77439, 0.30548, 0.25174
5,9,0.656541, 1.82597, 0.31423, 0.251928
5,10,0.623067, 1.88683, 0.326123, 0.251894
5,11,0.590728, 1.92339, 0.333653, 0.250108
6,0,0.436445, 1.32946, 0.235144, 0.178127
6,1,0.570506, 1.64834, 0.288642, 0.224031
6,2,0.627973, 1.78983, 0.309803, 0.244831
6,3,0.647531, 1.82814, 0.314091, 0.250704
6,4,0.636161, 1.86398, 0.320642, 0.251926
6,5,0.616852, 1.9061, 0.327676, 0.252458
6,6,0.590188, 1.96033, 0.336716, 0.252856
6,7,0.556301, 2.02836, 0.347992, 0.253271
6,8,0.522329, 2.09606, 0.359239, 0.253666
6,9,0.495893, 2.14819, 0.368041, 0.253921
6,10,0.466546, 2.20389, 0.377945, 0.254062
6,11,0.443726, 2.23267, 0.38449, 0.253004
7,0,0.36822, 1.57173, 0.271927, 0.187123
7,1,0.473251, 1.907, 0.326323, 0.230949
7,2,0.525778, 2.02206, 0.343969, 0.247967
7,3,0.533247, 2.06188, 0.35017, 0.25234
7,4,0.514957, 2.10794, 0.358915, 0.253403
7,5,0.488864, 2.16261, 0.369235, 0.254007
7,6,0.458169, 2.2246, 0.381245, 0.254482
7,7,0.425235, 2.29067, 0.393942, 0.254944
7,8,0.392006, 2.357, 0.406118, 0.25537
7,9,0.381435, 2.37774, 0.410011, 0.255493
7,10,0.361645, 2.41532, 0.417675, 0.255578
7,11,0.345038, 2.43783, 0.422467, 0.25492
8,0,0.319065, 1.68954, 0.291395, 0.190098
