x,y,r,g,b
0,0,0.067652, 0.633312, 0.485898
0,1,0.108578, 0.721513, 0.604852
0,2,0.175357, 0.78801, 0.673514
0,3,0.258229, 0.825807, 0.718143
0,4,0.37232, 0.864268, 0.734105
0,5,0.500848, 0.881594, 0.644087
0,6,0.555651, 0.885976, 0.496642
0,7,0.561129, 0.865507, 0.345709
0,8,0.499358, 0.826873, 0.223574
0,9,0.414888, 0.764718, 0.114953
1,0,0.0904434, 0.59708, 0.596693
1,1,0.142083, 0.689767, 0.679447
1,2,0.225582, 0.736171, 0.749509
1,3,0.32037, 0.788179, 0.777108
1,4,0.452801, 0.844607, 0.775806
1,5,0.581821, 0.87197, 0.677946
1,6,0.637058, 0.883483, 0.529968
1,7,0.656537, 0.875668, 0.361127
1,8,0.607258, 0.870378, 0.220035
1,9,0.494915, 0.827208, 0.112413
2,0,0.113688, 0.525048, 0.676134
2,1,0.208111, 0.598719, 0.748755
2,2,0.306637, 0.659698, 0.779289
2,3,0.398784, 0.702737, 0.802917
2,4,0.531105, 0.763122, 0.79888
2,5,0.663463, 0.799853, 0.709384
2,6,0.721943, 0.825866, 0.555932
2,7,0.733459, 0.830741, 0.375508
2,8,0.674187, 0.8305, 0.21979
2,9,0.573788, 0.794526, 0.106694
3,0,0.142587, 0.424016, 0.720545
3,1,0.276187, 0.484792, 0.785407
3,2,0.395907, 0.544863, 0.811709
3,3,0.50264, 0.58471, 0.816483
3,4,0.632705, 0.638112, 0.813595
3,5,0.73012, 0.678635, 0.713966
3,6,0.768416, 0.715217, 0.564562
3,7,0.794213, 0.73946, 0.395372
3,8,0.756474, 0.778739, 0.212396
3,9,0.667212, 0.725448, 0.113317
4,0,0.170769, 0.251386, 0.77069
4,1,0.34858, 0.330928, 0.847997
4,2,0.501906, 0.402, 0.866712
4,3,0.626434, 0.449531, 0.858686
4,4,0.74831, 0.510395, 0.833863
4,5,0.812295, 0.55188, 0.723709
4,6,0.825884, 0.594876, 0.572835
4,7,0.846889, 0.626321, 0.408206
4,8,0.813038, 0.660266, 0.222324
4,9,0.731727, 0.619301, 0.116259
5,0,0.191747, 0.156936, 0.708723
5,1,0.382549, 0.209864, 0.817477
5,2,0.556309, 0.26736, 0.852102
5,3,0.697075, 0.309829, 0.848392
5,4,0.82256, 0.364378, 0.827069
5,5,0.865716, 0.407714, 0.703824
5,6,0.869664, 0.446711, 0.560506
5,7,0.867345, 0.475481, 0.407295
5,8,0.835615, 0.490152, 0.21804
5,9,0.746825, 0.45383, 0.1179
6,0,0.183497, 0.0828912, 0.533109
6,1,0.368522, 0.121738, 0.665839
6,2,0.526567, 0.168486, 0.721774
6,3,0.67137, 0.202805, 0.74544
6,4,0.813954, 0.231948, 0.768745
6,5,0.873554, 0.279136, 0.657054
6,6,0.886891, 0.310437, 0.531535
6,7,0.864703, 0.329846, 0.391247
6,8,0.812577, 0.327154, 0.200847
6,9,0.714785, 0.310409, 0.11083
7,0,0.153592, 0.0707699, 0.414526
7,1,0.318083, 0.096733, 0.535722
7,2,0.472793, 0.132175, 0.612121
7,3,0.610832, 0.151329, 0.653338
7,4,0.766128, 0.176252, 0.693716
7,5,0.843845, 0.189671, 0.613986
7,6,0.86107, 0.209439, 0.507297
7,7,0.817213, 0.210725, 0.372641
7,8,0.734101, 0.193531, 0.196641
7,9,0.614661, 0.181501, 0.0892429
8,0,0.127352, 0.0747146, 0.242606
8,1,0.249006, 0.0779897, 0.360376
8,2,0.381099, 0.109257, 0.446962
8,3,0.518093, 0.104177, 0.512233
8,4,0.657869, 0.118544, 0.570858
8,5,0.741007, 0.123044, 0.505722
8,6,0.76628, 0.125707, 0.417594
8,7,0.709463, 0.125391, 0.309184
8,8,0.622015, 0.116234, 0.155609
8,9,0.495707, 0.0978634, 0.0717574
9,0,0.0732992, 0.0685002, 0.121438
9,1,0.157752, 0.0988047, 0.204524
9,2,0.275075, 0.0848261, 0.289211
9,3,0.399323, 0.0742344, 0.348076
9,4,0.517395, 0.0871122, 0.397802
9,5,0.585504, 0.0868063, 0.359411
9,6,0.602006, 0.0756805, 0.299352
9,7,0.558406, 0.0800986, 0.237829
9,8,0.466313, 0.107301, 0.11785
9,9,0.37068, 0.0670539, 0.0554358
